1659.5018,,,date,real,predict
702.9491,,,,,
707.0326,,,,,
713.1232,,,,,
722.7009,,,,,
734.9088,,,,,
747.33417,,,,,
756.64606,,,,,
761.0826,,,,,
761.345,,,,,
761.1643,,,,,
761.7534,,,,,
762.5283,,,,,
762.5511,,,,,
759.19617,,,,,
754.6362,,,,,
750.18677,,,,,
747.7368,,,,,
747.75775,,,,,
748.39764,,,,,
745.1072,,,,,
737.06903,,,,,
728.3666,,,,,
720.2371,,,,,
711.9456,,,,,
704.3699,,,,,
699.1268,,,,,
697.8876,,,,,
701.11456,,,,,
705.66516,,,,,
709.6138,,,,,
714.1873,,,,,
720.5764,,,,,
728.562,,,,,
735.3589,,,,,
738.88495,,,,,
739.2111,,,,,
737.0549,,,,,
733.41797,,,,,
730.71643,,,,,
730.2833,,,,,
730.8063,,,,,
731.3173,,,,,
729.8267,,,,,
727.04486,,,,,
722.93066,,,,,
716.38666,,,,,
706.648,,,,,
694.82837,,,,,
684.39813,,,,,
676.36755,,,,,
672.52985,,,,,
672.21234,,,,,
673.5186,,,,,
674.9475,,,,,
673.5089,,,,,
669.1127,,,,,
661.32446,,,,,
652.6082,,,,,
647.22754,,,,,
646.87823,,,,,
650.3542,,,,,
654.78674,,,,,
660.5741,,,,,
666.54553,,,,,
671.8972,,,,,
675.0413,,,,,
673.5765,,,,,
668.98254,,,,,
664.28345,,,,,
659.55585,,,,,
654.3158,,,,,
649.379,,,,,
645.07166,,,,,
641.44116,,,,,
638.18915,,,,,
634.9845,,,,,
632.77985,,,,,
631.9113,,,,,
633.9943,,,,,
640.4372,,,,,
649.8154,,,,,
660.55066,,,,,
671.2147,,,,,
682.438,,,,,
693.5299,,,,,
702.06934,,,,,
704.3781,,,,,
701.25507,,,,,
690.42004,,,,,
674.95685,,,,,
660.83234,,,,,
651.54614,,,,,
648.47314,,,,,
649.2856,,,,,
649.5828,,,,,
650.28534,,,,,
653.4937,,,,,
654.4091,,,,,
650.04095,,,,,
641.1509,,,,,
625.3563,,,,,
601.7007,,,,,
574.97284,,,,,
552.6159,,,,,
541.01184,,,,,
541.7406,,,,,
550.1402,,,,,
560.0981,,,,,
567.9023,,,,,
571.74023,,,,,
570.7911,,,,,
565.65216,,,,,
559.9236,,,,,
555.3851,,,,,
552.71155,,,,,
551.6826,,,,,
552.0323,,,,,
552.4308,,,,,
552.86975,,,,,
553.39075,,,,,
