241.2397,,,date,real,predict
138.55324,,,,,
138.6552,,,,,
138.83464,,,,,
139.3198,,,,,
139.9668,,,,,
140.3373,,,,,
140.79776,,,,,
140.73936,,,,,
140.62012,,,,,
140.70256,,,,,
140.3938,,,,,
140.18626,,,,,
140.9221,,,,,
142.26527,,,,,
143.31895,,,,,
143.75374,,,,,
143.6185,,,,,
143.50847,,,,,
143.59862,,,,,
143.64194,,,,,
143.55687,,,,,
143.26112,,,,,
142.59103,,,,,
141.94997,,,,,
141.48424,,,,,
141.22331,,,,,
141.24593,,,,,
141.25607,,,,,
141.48053,,,,,
142.08571,,,,,
142.85464,,,,,
143.58382,,,,,
143.92302,,,,,
143.9524,,,,,
144.11537,,,,,
145.03676,,,,,
145.71506,,,,,
146.07909,,,,,
146.28891,,,,,
147.00572,,,,,
149.23079,,,,,
151.70607,,,,,
152.93637,,,,,
153.5902,,,,,
154.35791,,,,,
155.06618,,,,,
154.83484,,,,,
153.43922,,,,,
152.4609,,,,,
152.48213,,,,,
153.29158,,,,,
153.8718,,,,,
153.93134,,,,,
153.77312,,,,,
153.46263,,,,,
153.3131,,,,,
153.12009,,,,,
153.01483,,,,,
153.22493,,,,,
153.44518,,,,,
153.84262,,,,,
154.32097,,,,,
154.65567,,,,,
152.23163,,,,,
149.05423,,,,,
146.96526,,,,,
145.24356,,,,,
144.02472,,,,,
143.40097,,,,,
144.06163,,,,,
144.98886,,,,,
145.575,,,,,
145.56564,,,,,
145.75139,,,,,
145.61687,,,,,
145.07883,,,,,
144.5511,,,,,
144.2115,,,,,
144.19781,,,,,
144.08115,,,,,
143.67592,,,,,
143.18321,,,,,
143.1356,,,,,
143.59816,,,,,
144.47456,,,,,
145.19926,,,,,
146.16621,,,,,
147.33112,,,,,
148.34613,,,,,
149.27498,,,,,
150.21275,,,,,
150.5103,,,,,
150.4403,,,,,
150.63664,,,,,
